name,uid,code,parent,shortName,level,openingDate
Gisenyi Village,Gisenyi Village,Gisenyi Village,Kagasa Cell,Gisenyi,6,01-01-00
Karutabana Village,Karutabana Village,Karutabana Village,Kagasa Cell,Karutabana,6,01-01-00
Ngando Village,Ngando Village,Ngando Village,Kagasa Cell,Ngando,6,01-01-00
Rubumba Village,Rubumba Village,Rubumba Village,Kagasa Cell,Rubumba,6,01-01-00
Rwintenderi Village,Rwintenderi Village,Rwintenderi Village,Kagasa Cell,Rwintenderi,6,01-01-00
Rugunga Cell,Rugunga Cell,Rugunga Cell,Mwogo Sector,Rugunga,5,01-01-00
Kagerero Village,Kagerero Village,Kagerero Village,Rugunga Cell,Kagerero,6,01-01-00
Nyamabuye Village,Nyamabuye Village,Nyamabuye Village,Rugunga Cell,Nyamabuye,6,01-01-00
Nyarukombe Village,Nyarukombe Village,Nyarukombe Village,Rugunga Cell,Nyarukombe,6,01-01-00
Rugazi Village,Rugazi Village,Rugazi Village,Rugunga Cell,Rugazi,6,01-01-00
Rukira Village,Rukira Village,Rukira Village,Rugunga Cell,Rukira,6,01-01-00
Rukore Village,Rukore Village,Rukore Village,Rugunga Cell,Rukore,6,01-01-00
Rusagara Village,Rusagara Village,Rusagara Village,Rugunga Cell,Rusagara,6,01-01-00
Rurenge Cell,Rurenge Cell,Rurenge Cell,Mwogo Sector,Rurenge,5,01-01-00
Gatoki Village,Gatoki Village,Gatoki Village,Rurenge Cell,Gatoki,6,01-01-00
Gitaraga Village,Gitaraga Village,Gitaraga Village,Rurenge Cell,Gitaraga,6,01-01-00
Kaboshya Village,Kaboshya Village,Kaboshya Village,Rurenge Cell,Kaboshya,6,01-01-00
Kaziramire Village,Kaziramire Village,Kaziramire Village,Rurenge Cell,Kaziramire,6,01-01-00
Rurenge Village,Rurenge Village,Rurenge Village,Rurenge Cell,Rurenge,6,01-01-00
Rwabashenyi Village,Rwabashenyi Village,Rwabashenyi Village,Rurenge Cell,Rwabashenyi,6,01-01-00
Ngeruka Sector,Ngeruka Sector,Ngeruka Sector,Bugesera District,Ngeruka,4,01-01-00
Gihembe Cell,Gihembe Cell,Gihembe Cell,Ngeruka Sector,Gihembe,5,01-01-00
Buhara Village,Buhara Village,Buhara Village,Gihembe Cell,Buhara,6,01-01-00
Kabaya Village,Kabaya Village,Kabaya Village,Gihembe Cell,Kabaya,6,01-01-00
Kabuye Village,Kabuye Village,Kabuye Village,Gihembe Cell,Kabuye,6,01-01-00
Kadebu Village,Kadebu Village,Kadebu Village,Gihembe Cell,Kadebu,6,01-01-00
Kagasa Village,Kagasa Village,Kagasa Village,Gihembe Cell,Kagasa,6,01-01-00
Karambo Village,Karambo Village,Karambo Village,Gihembe Cell,Karambo,6,01-01-00
Kirasaniro Village,Kirasaniro Village,Kirasaniro Village,Gihembe Cell,Kirasaniro,6,01-01-00
Kururama Village,Kururama Village,Kururama Village,Gihembe Cell,Kururama,6,01-01-00
Nyakariba Village,Nyakariba Village,Nyakariba Village,Gihembe Cell,Nyakariba,6,01-01-00
Nyarubande Village,Nyarubande Village,Nyarubande Village,Gihembe Cell,Nyarubande,6,01-01-00
Rusagara Village,Rusagara Village,Rusagara Village,Gihembe Cell,Rusagara,6,01-01-00
Rutare Village,Rutare Village,Rutare Village,Gihembe Cell,Rutare,6,01-01-00
Ruzinge Village,Ruzinge Village,Ruzinge Village,Gihembe Cell,Ruzinge,6,01-01-00
Shitwe Village,Shitwe Village,Shitwe Village,Gihembe Cell,Shitwe,6,01-01-00
Murama Cell,Murama Cell,Murama Cell,Ngeruka Sector,Murama,5,01-01-00
Agashyamba Village,Agashyamba Village,Agashyamba Village,Murama Cell,Agashyamba,6,01-01-00
Bishenyi Village,Bishenyi Village,Bishenyi Village,Murama Cell,Bishenyi,6,01-01-00
Fatinkanda Village,Fatinkanda Village,Fatinkanda Village,Murama Cell,Fatinkanda,6,01-01-00
Gakurazo Village,Gakurazo Village,Gakurazo Village,Murama Cell,Gakurazo,6,01-01-00
Gatanga Village,Gatanga Village,Gatanga Village,Murama Cell,Gatanga,6,01-01-00
Ikoni Village,Ikoni Village,Ikoni Village,Murama Cell,Ikoni,6,01-01-00
Kagege Village,Kagege Village,Kagege Village,Murama Cell,Kagege,6,01-01-00
Kankuriyingoma Village,Kankuriyingoma Village,Kankuriyingoma Village,Murama Cell,Kankuriyingoma,6,01-01-00
Kigandu Village,Kigandu Village,Kigandu Village,Murama Cell,Kigandu,6,01-01-00
Kinamba Village,Kinamba Village,Kinamba Village,Murama Cell,Kinamba,6,01-01-00
Murama Village,Murama Village,Murama Village,Murama Cell,Murama,6,01-01-00
Muyange Village,Muyange Village,Muyange Village,Murama Cell,Muyange,6,01-01-00
Nyakagarama Village,Nyakagarama Village,Nyakagarama Village,Murama Cell,Nyakagarama,6,01-01-00
Rusamaza Village,Rusamaza Village,Rusamaza Village,Murama Cell,Rusamaza,6,01-01-00
Rwabisheshe Village,Rwabisheshe Village,Rwabisheshe Village,Murama Cell,Rwabisheshe,6,01-01-00
Shami Village,Shami Village,Shami Village,Murama Cell,Shami,6,01-01-00
Ngeruka Cell,Ngeruka Cell,Ngeruka Cell,Ngeruka Sector,Ngeruka,5,01-01-00
Binyonzwe Village,Binyonzwe Village,Binyonzwe Village,Ngeruka Cell,Binyonzwe,6,01-01-00
Kamajeri Village,Kamajeri Village,Kamajeri Village,Ngeruka Cell,Kamajeri,6,01-01-00
Kamasonga Village,Kamasonga Village,Kamasonga Village,Ngeruka Cell,Kamasonga,6,01-01-00
Karugondo Village,Karugondo Village,Karugondo Village,Ngeruka Cell,Karugondo,6,01-01-00
Kivugiza Village,Kivugiza Village,Kivugiza Village,Ngeruka Cell,Kivugiza,6,01-01-00
Muyange Village,Muyange Village,Muyange Village,Ngeruka Cell,Muyange,6,01-01-00
Ngeruka Village,Ngeruka Village,Ngeruka Village,Ngeruka Cell,Ngeruka,6,01-01-00
Nyakayenzi Cell,Nyakayenzi Cell,Nyakayenzi Cell,Ngeruka Sector,Nyakayenzi,5,01-01-00
Heru Village,Heru Village,Heru Village,Nyakayenzi Cell,Heru,6,01-01-00
Kabuye Village,Kabuye Village,Kabuye Village,Nyakayenzi Cell,Kabuye,6,01-01-00
Karama Village,Karama Village,Karama Village,Nyakayenzi Cell,Karama,6,01-01-00
Kavumu Village,Kavumu Village,Kavumu Village,Nyakayenzi Cell,Kavumu,6,01-01-00
Kibaya Village,Kibaya Village,Kibaya Village,Nyakayenzi Cell,Kibaya,6,01-01-00
Kibungo Village,Kibungo Village,Kibungo Village,Nyakayenzi Cell,Kibungo,6,01-01-00
Kimiduha Village,Kimiduha Village,Kimiduha Village,Nyakayenzi Cell,Kimiduha,6,01-01-00
Murambi Village,Murambi Village,Murambi Village,Nyakayenzi Cell,Murambi,6,01-01-00
Nyakayenzi Village,Nyakayenzi Village,Nyakayenzi Village,Nyakayenzi Cell,Nyakayenzi,6,01-01-00
Twimpara Village,Twimpara Village,Twimpara Village,Nyakayenzi Cell,Twimpara,6,01-01-00
Rutonde Cell,Rutonde Cell,Rutonde Cell,Ngeruka Sector,Rutonde,5,01-01-00
Akajuri Village,Akajuri Village,Akajuri Village,Rutonde Cell,Akajuri,6,01-01-00
Kabare Village,Kabare Village,Kabare Village,Rutonde Cell,Kabare,6,01-01-00
Kabumbwe Village,Kabumbwe Village,Kabumbwe Village,Rutonde Cell,Kabumbwe,6,01-01-00
Kagano Village,Kagano Village,Kagano Village,Rutonde Cell,Kagano,6,01-01-00
Kamugera Village,Kamugera Village,Kamugera Village,Rutonde Cell,Kamugera,6,01-01-00
Kamugore Village,Kamugore Village,Kamugore Village,Rutonde Cell,Kamugore,6,01-01-00
Kigarama Village,Kigarama Village,Kigarama Village,Rutonde Cell,Kigarama,6,01-01-00
Rubirizi Village,Rubirizi Village,Rubirizi Village,Rutonde Cell,Rubirizi,6,01-01-00
Rugazi Village,Rugazi Village,Rugazi Village,Rutonde Cell,Rugazi,6,01-01-00
Runyonza Village,Runyonza Village,Runyonza Village,Rutonde Cell,Runyonza,6,01-01-00
Rusibya Village,Rusibya Village,Rusibya Village,Rutonde Cell,Rusibya,6,01-01-00
Ntarama Sector,Ntarama Sector,Ntarama Sector,Bugesera District,Ntarama,4,01-01-00
Cyugaro Cell,Cyugaro Cell,Cyugaro Cell,Ntarama Sector,Cyugaro,5,01-01-00
Gatoro Village,Gatoro Village,Gatoro Village,Cyugaro Cell,Gatoro,6,01-01-00
Kayenzi Village,Kayenzi Village,Kayenzi Village,Cyugaro Cell,Kayenzi,6,01-01-00
Kidudu Village,Kidudu Village,Kidudu Village,Cyugaro Cell,Kidudu,6,01-01-00
Kingabo Village,Kingabo Village,Kingabo Village,Cyugaro Cell,Kingabo,6,01-01-00
Rubomborana Village,Rubomborana Village,Rubomborana Village,Cyugaro Cell,Rubomborana,6,01-01-00
Rugarama Village,Rugarama Village,Rugarama Village,Cyugaro Cell,Rugarama,6,01-01-00
Rugunga Village,Rugunga Village,Rugunga Village,Cyugaro Cell,Rugunga,6,01-01-00
Kanzenze Cell,Kanzenze Cell,Kanzenze Cell,Ntarama Sector,Kanzenze,5,01-01-00
Cyeru Village,Cyeru Village,Cyeru Village,Kanzenze Cell,Cyeru,6,01-01-00
Gasagara Village,Gasagara Village,Gasagara Village,Kanzenze Cell,Gasagara,6,01-01-00
Kabaha Village,Kabaha Village,Kabaha Village,Kanzenze Cell,Kabaha,6,01-01-00
Kabeza Village,Kabeza Village,Kabeza Village,Kanzenze Cell,Kabeza,6,01-01-00
Karumuna Village,Karumuna Village,Karumuna Village,Kanzenze Cell,Karumuna,6,01-01-00
Kurugenge Village,Kurugenge Village,Kurugenge Village,Kanzenze Cell,Kurugenge,6,01-01-00
Nyamabuye Village,Nyamabuye Village,Nyamabuye Village,Kanzenze Cell,Nyamabuye,6,01-01-00
Rwangara Village,Rwangara Village,Rwangara Village,Kanzenze Cell,Rwangara,6,01-01-00
Kibungo Cell,Kibungo Cell,Kibungo Cell,Ntarama Sector,Kibungo,5,01-01-00
Kagoma I Village,Kagoma I Village,Kagoma I Village,Kibungo Cell,Kagoma I,6,01-01-00
Kagoma II Village,Kagoma II Village,Kagoma II Village,Kibungo Cell,Kagoma II,6,01-01-00
Kiganwa Village,Kiganwa Village,Kiganwa Village,Kibungo Cell,Kiganwa,6,01-01-00
Nganwa Village,Nganwa Village,Nganwa Village,Kibungo Cell,Nganwa,6,01-01-00
Nyarunazi Village,Nyarunazi Village,Nyarunazi Village,Kibungo Cell,Nyarunazi,6,01-01-00
Ruhengeri Village,Ruhengeri Village,Ruhengeri Village,Kibungo Cell,Ruhengeri,6,01-01-00
Rusekera Village,Rusekera Village,Rusekera Village,Kibungo Cell,Rusekera,6,01-01-00
Nyamata Sector,Nyamata Sector,Nyamata Sector,Bugesera District,Nyamata,4,01-01-00
Kanazi Cell,Kanazi Cell,Kanazi Cell,Nyamata Sector,Kanazi,5,01-01-00
Bihari Village,Bihari Village,Bihari Village,Kanazi Cell,Bihari,6,01-01-00
Cyeru Village,Cyeru Village,Cyeru Village,Kanazi Cell,Cyeru,6,01-01-00
Gitovu Village,Gitovu Village,Gitovu Village,Kanazi Cell,Gitovu,6,01-01-00
Kagirazina Village,Kagirazina Village,Kagirazina Village,Kanazi Cell,Kagirazina,6,01-01-00
Musagara Village,Musagara Village,Musagara Village,Kanazi Cell,Musagara,6,01-01-00
Nyarugati I Village,Nyarugati I Village,Nyarugati I Village,Kanazi Cell,Nyarugati I,6,01-01-00
Nyarugati II Village,Nyarugati II Village,Nyarugati II Village,Kanazi Cell,Nyarugati II,6,01-01-00
Rugando Village,Rugando Village,Rugando Village,Kanazi Cell,Rugando,6,01-01-00
Sumbure Village,Sumbure Village,Sumbure Village,Kanazi Cell,Sumbure,6,01-01-00
Kayumba Cell,Kayumba Cell,Kayumba Cell,Nyamata Sector,Kayumba,5,01-01-00
Gatare Village,Gatare Village,Gatare Village,Kayumba Cell,Gatare,6,01-01-00
Karambi Village,Karambi Village,Karambi Village,Kayumba Cell,Karambi,6,01-01-00
Kayenzi Village,Kayenzi Village,Kayenzi Village,Kayumba Cell,Kayenzi,6,01-01-00
Murambi Village,Murambi Village,Murambi Village,Kayumba Cell,Murambi,6,01-01-00
Nyagatovu Village,Nyagatovu Village,Nyagatovu Village,Kayumba Cell,Nyagatovu,6,01-01-00
Nyakwibereka Village,Nyakwibereka Village,Nyakwibereka Village,Kayumba Cell,Nyakwibereka,6,01-01-00
Nyiramatuntu Village,Nyiramatuntu Village,Nyiramatuntu Village,Kayumba Cell,Nyiramatuntu,6,01-01-00
Rwanza Village,Rwanza Village,Rwanza Village,Kayumba Cell,Rwanza,6,01-01-00
Maranyundo Cell,Maranyundo Cell,Maranyundo Cell,Nyamata Sector,Maranyundo,5,01-01-00
Gahembe Village,Gahembe Village,Gahembe Village,Maranyundo Cell,Gahembe,6,01-01-00
Gisunzu Village,Gisunzu Village,Gisunzu Village,Maranyundo Cell,Gisunzu,6,01-01-00
Mukoma Village,Mukoma Village,Mukoma Village,Maranyundo Cell,Mukoma,6,01-01-00
Muyange Village,Muyange Village,Muyange Village,Maranyundo Cell,Muyange,6,01-01-00
Rugarama Village,Rugarama Village,Rugarama Village,Maranyundo Cell,Rugarama,6,01-01-00
Rusagara Village,Rusagara Village,Rusagara Village,Maranyundo Cell,Rusagara,6,01-01-00
Murama Cell,Murama Cell,Murama Cell,Nyamata Sector,Murama,5,01-01-00
Bishweshwe Village,Bishweshwe Village,Bishweshwe Village,Murama Cell,Bishweshwe,6,01-01-00
Gataraga Village,Gataraga Village,Gataraga Village,Murama Cell,Gataraga,6,01-01-00
Gatare Village,Gatare Village,Gatare Village,Murama Cell,Gatare,6,01-01-00
Kasebigege Village,Kasebigege Village,Kasebigege Village,Murama Cell,Kasebigege,6,01-01-00
Kivugiza Village,Kivugiza Village,Kivugiza Village,Murama Cell,Kivugiza,6,01-01-00
Kiyogoma Village,Kiyogoma Village,Kiyogoma Village,Murama Cell,Kiyogoma,6,01-01-00
Mwesa Village,Mwesa Village,Mwesa Village,Murama Cell,Mwesa,6,01-01-00
Rucucu Village,Rucucu Village,Rucucu Village,Murama Cell,Rucucu,6,01-01-00
Ruhanga Village,Ruhanga Village,Ruhanga Village,Murama Cell,Ruhanga,6,01-01-00
Rutobotobo Village,Rutobotobo Village,Rutobotobo Village,Murama Cell,Rutobotobo,6,01-01-00
Rutukura Village,Rutukura Village,Rutukura Village,Murama Cell,Rutukura,6,01-01-00
Nyamata y' Umujyi Cell,Nyamata y' Umujyi Cell,Nyamata y' Umujyi Cell,Nyamata Sector,Nyamata y' Umujyi,5,01-01-00
Gasenga I Village,Gasenga I Village,Gasenga I Village,Nyamata y' Umujyi Cell,Gasenga I,6,01-01-00
Gasenga II Village,Gasenga II Village,Gasenga II Village,Nyamata y' Umujyi Cell,Gasenga II,6,01-01-00
Gatare I Village,Gatare I Village,Gatare I Village,Nyamata y' Umujyi Cell,Gatare I,6,01-01-00
Gatare II Village,Gatare II Village,Gatare II Village,Nyamata y' Umujyi Cell,Gatare II,6,01-01-00
Gatare III Village,Gatare III Village,Gatare III Village,Nyamata y' Umujyi Cell,Gatare III,6,01-01-00
Nyabivumu Village,Nyabivumu Village,Nyabivumu Village,Nyamata y' Umujyi Cell,Nyabivumu,6,01-01-00
Nyamata I Village,Nyamata I Village,Nyamata I Village,Nyamata y' Umujyi Cell,Nyamata I,6,01-01-00
Nyamata II Village,Nyamata II Village,Nyamata II Village,Nyamata y' Umujyi Cell,Nyamata II,6,01-01-00
Rugarama I Village,Rugarama I Village,Rugarama I Village,Nyamata y' Umujyi Cell,Rugarama I,6,01-01-00
Rugarama II Village,Rugarama II Village,Rugarama II Village,Nyamata y' Umujyi Cell,Rugarama II,6,01-01-00
Rugarama III Village,Rugarama III Village,Rugarama III Village,Nyamata y' Umujyi Cell,Rugarama III,6,01-01-00
Rwakibirizi I Village,Rwakibirizi I Village,Rwakibirizi I Village,Nyamata y' Umujyi Cell,Rwakibirizi I,6,01-01-00
Rwakibirizi II Village,Rwakibirizi II Village,Rwakibirizi II Village,Nyamata y' Umujyi Cell,Rwakibirizi II,6,01-01-00
Nyarugenge Sector,Nyarugenge Sector,Nyarugenge Sector,Bugesera District,Nyarugenge,4,01-01-00
Gihinga Cell,Gihinga Cell,Gihinga Cell,Nyarugenge Sector,Gihinga,5,01-01-00
Mabanga Village,Mabanga Village,Mabanga Village,Gihinga Cell,Mabanga,6,01-01-00
Mwoshya Village,Mwoshya Village,Mwoshya Village,Gihinga Cell,Mwoshya,6,01-01-00
Ntungamo Village,Ntungamo Village,Ntungamo Village,Gihinga Cell,Ntungamo,6,01-01-00
Nyabuhoro Village,Nyabuhoro Village,Nyabuhoro Village,Gihinga Cell,Nyabuhoro,6,01-01-00
Nyagasozi Village,Nyagasozi Village,Nyagasozi Village,Gihinga Cell,Nyagasozi,6,01-01-00
Nyarubande Village,Nyarubande Village,Nyarubande Village,Gihinga Cell,Nyarubande,6,01-01-00
Rwabusoro Village,Rwabusoro Village,Rwabusoro Village,Gihinga Cell,Rwabusoro,6,01-01-00
Kabuye Cell,Kabuye Cell,Kabuye Cell,Nyarugenge Sector,Kabuye,5,01-01-00
Cyahafi Village,Cyahafi Village,Cyahafi Village,Kabuye Cell,Cyahafi,6,01-01-00
Gateko Village,Gateko Village,Gateko Village,Kabuye Cell,Gateko,6,01-01-00
Gatoki Village,Gatoki Village,Gatoki Village,Kabuye Cell,Gatoki,6,01-01-00
Karubagazi Village,Karubagazi Village,Karubagazi Village,Kabuye Cell,Karubagazi,6,01-01-00
Nyakabingo Village,Nyakabingo Village,Nyakabingo Village,Kabuye Cell,Nyakabingo,6,01-01-00
Nyakabuye Village,Nyakabuye Village,Nyakabuye Village,Kabuye Cell,Nyakabuye,6,01-01-00
Nyarusambu Village,Nyarusambu Village,Nyarusambu Village,Kabuye Cell,Nyarusambu,6,01-01-00
Murambi Cell,Murambi Cell,Murambi Cell,Nyarugenge Sector,Murambi,5,01-01-00
Cundaminega Village,Cundaminega Village,Cundaminega Village,Murambi Cell,Cundaminega,6,01-01-00
Cyeru Village,Cyeru Village,Cyeru Village,Murambi Cell,Cyeru,6,01-01-00
Kadogori Village,Kadogori Village,Kadogori Village,Murambi Cell,Kadogori,6,01-01-00
Kanombe Village,Kanombe Village,Kanombe Village,Murambi Cell,Kanombe,6,01-01-00
Kayitanga Village,Kayitanga Village,Kayitanga Village,Murambi Cell,Kayitanga,6,01-01-00
Nyagakombe Village,Nyagakombe Village,Nyagakombe Village,Murambi Cell,Nyagakombe,6,01-01-00
Rugandara Village,Rugandara Village,Rugandara Village,Murambi Cell,Rugandara,6,01-01-00
Rurama Village,Rurama Village,Rurama Village,Murambi Cell,Rurama,6,01-01-00
Rushorezo Village,Rushorezo Village,Rushorezo Village,Murambi Cell,Rushorezo,6,01-01-00
Ngenda Cell,Ngenda Cell,Ngenda Cell,Nyarugenge Sector,Ngenda,5,01-01-00
Bushonyi Village,Bushonyi Village,Bushonyi Village,Ngenda Cell,Bushonyi,6,01-01-00
Kamabare Village,Kamabare Village,Kamabare Village,Ngenda Cell,Kamabare,6,01-01-00
Kamugera Village,Kamugera Village,Kamugera Village,Ngenda Cell,Kamugera,6,01-01-00
Kiyovu Village,Kiyovu Village,Kiyovu Village,Ngenda Cell,Kiyovu,6,01-01-00
Muyange Village,Muyange Village,Muyange Village,Ngenda Cell,Muyange,6,01-01-00
Nyagisenyi Village,Nyagisenyi Village,Nyagisenyi Village,Ngenda Cell,Nyagisenyi,6,01-01-00
Rubona Village,Rubona Village,Rubona Village,Ngenda Cell,Rubona,6,01-01-00
Rugasa Village,Rugasa Village,Rugasa Village,Ngenda Cell,Rugasa,6,01-01-00
Rwashangwe Village,Rwashangwe Village,Rwashangwe Village,Ngenda Cell,Rwashangwe,6,01-01-00
Tubumba Village,Tubumba Village,Tubumba Village,Ngenda Cell,Tubumba,6,01-01-00
Rugando Cell,Rugando Cell,Rugando Cell,Nyarugenge Sector,Rugando,5,01-01-00
Bushenyi Village,Bushenyi Village,Bushenyi Village,Rugando Cell,Bushenyi,6,01-01-00
Gako Village,Gako Village,Gako Village,Rugando Cell,Gako,6,01-01-00
Kamahirwe Village,Kamahirwe Village,Kamahirwe Village,Rugando Cell,Kamahirwe,6,01-01-00
Nsoro Village,Nsoro Village,Nsoro Village,Rugando Cell,Nsoro,6,01-01-00
Rebero Village,Rebero Village,Rebero Village,Rugando Cell,Rebero,6,01-01-00
Rugero Village,Rugero Village,Rugero Village,Rugando Cell,Rugero,6,01-01-00
Rilima Sector,Rilima Sector,Rilima Sector,Bugesera District,Rilima,4,01-01-00
Kabeza Cell,Kabeza Cell,Kabeza Cell,Rilima Sector,Kabeza,5,01-01-00
Bidenge Village,Bidenge Village,Bidenge Village,Kabeza Cell,Bidenge,6,01-01-00
Biraro Village,Biraro Village,Biraro Village,Kabeza Cell,Biraro,6,01-01-00
Bwiza Village,Bwiza Village,Bwiza Village,Kabeza Cell,Bwiza,6,01-01-00
Gako Village,Gako Village,Gako Village,Kabeza Cell,Gako,6,01-01-00
Gasarwe Village,Gasarwe Village,Gasarwe Village,Kabeza Cell,Gasarwe,6,01-01-00
Gasave Village,Gasave Village,Gasave Village,Kabeza Cell,Gasave,6,01-01-00
Gitega Village,Gitega Village,Gitega Village,Kabeza Cell,Gitega,6,01-01-00
Kabeza Village,Kabeza Village,Kabeza Village,Kabeza Cell,Kabeza,6,01-01-00
Kagarama Village,Kagarama Village,Kagarama Village,Kabeza Cell,Kagarama,6,01-01-00
Karambi Village,Karambi Village,Karambi Village,Kabeza Cell,Karambi,6,01-01-00
Karambo Village,Karambo Village,Karambo Village,Kabeza Cell,Karambo,6,01-01-00
Karirisi Village,Karirisi Village,Karirisi Village,Kabeza Cell,Karirisi,6,01-01-00
Marembo Village,Marembo Village,Marembo Village,Kabeza Cell,Marembo,6,01-01-00
Nyamisagara Village,Nyamisagara Village,Nyamisagara Village,Kabeza Cell,Nyamisagara,6,01-01-00
Karera Cell,Karera Cell,Karera Cell,Rilima Sector,Karera,5,01-01-00
Gakurazo Village,Gakurazo Village,Gakurazo Village,Karera Cell,Gakurazo,6,01-01-00
Gatare Village,Gatare Village,Gatare Village,Karera Cell,Gatare,6,01-01-00
Kamahoro Village,Kamahoro Village,Kamahoro Village,Karera Cell,Kamahoro,6,01-01-00
Mutarama Village,Mutarama Village,Mutarama Village,Karera Cell,Mutarama,6,01-01-00
Ruyenzi Village,Ruyenzi Village,Ruyenzi Village,Karera Cell,Ruyenzi,6,01-01-00
Rwankomati Village,Rwankomati Village,Rwankomati Village,Karera Cell,Rwankomati,6,01-01-00
Rwavuningoma Village,Rwavuningoma Village,Rwavuningoma Village,Karera Cell,Rwavuningoma,6,01-01-00
Rwimirama Village,Rwimirama Village,Rwimirama Village,Karera Cell,Rwimirama,6,01-01-00
Kimaranzara Cell,Kimaranzara Cell,Kimaranzara Cell,Rilima Sector,Kimaranzara,5,01-01-00
Akintwari Village,Akintwari Village,Akintwari Village,Kimaranzara Cell,Akintwari,6,01-01-00
Akumunezero Village,Akumunezero Village,Akumunezero Village,Kimaranzara Cell,Akumunezero,6,01-01-00
Amizero Village,Amizero Village,Amizero Village,Kimaranzara Cell,Amizero,6,01-01-00
Buhoro Village,Buhoro Village,Buhoro Village,Kimaranzara Cell,Buhoro,6,01-01-00
Byimana Village,Byimana Village,Byimana Village,Kimaranzara Cell,Byimana,6,01-01-00
Gasabo Village,Gasabo Village,Gasabo Village,Kimaranzara Cell,Gasabo,6,01-01-00
Gihushi Village,Gihushi Village,Gihushi Village,Kimaranzara Cell,Gihushi,6,01-01-00
Akabahaya Village,Akabahaya Village,Akabahaya Village,Kimaranzara Cell,Akabahaya,6,01-01-00
Kidogo Village,Kidogo Village,Kidogo Village,Kimaranzara Cell,Kidogo,6,01-01-00
Kimaranzara Village,Kimaranzara Village,Kimaranzara Village,Kimaranzara Cell,Kimaranzara,6,01-01-00
Kivumu Village,Kivumu Village,Kivumu Village,Kimaranzara Cell,Kivumu,6,01-01-00
Ntarama Cell,Ntarama Cell,Ntarama Cell,Rilima Sector,Ntarama,5,01-01-00
Akabeza Village,Akabeza Village,Akabeza Village,Ntarama Cell,Akabeza,6,01-01-00
Gasave Village,Gasave Village,Gasave Village,Ntarama Cell,Gasave,6,01-01-00
Gaseke Village,Gaseke Village,Gaseke Village,Ntarama Cell,Gaseke,6,01-01-00
Gasenyi Village,Gasenyi Village,Gasenyi Village,Ntarama Cell,Gasenyi,6,01-01-00
Gitovu Village,Gitovu Village,Gitovu Village,Ntarama Cell,Gitovu,6,01-01-00
Kagugu Village,Kagugu Village,Kagugu Village,Ntarama Cell,Kagugu,6,01-01-00
Kamashya Village,Kamashya Village,Kamashya Village,Ntarama Cell,Kamashya,6,01-01-00
Kavumu Village,Kavumu Village,Kavumu Village,Ntarama Cell,Kavumu,6,01-01-00
Ntarama Village,Ntarama Village,Ntarama Village,Ntarama Cell,Ntarama,6,01-01-00
Nyamure Village,Nyamure Village,Nyamure Village,Ntarama Cell,Nyamure,6,01-01-00
Rurambo Village,Rurambo Village,Rurambo Village,Ntarama Cell,Rurambo,6,01-01-00
Saruduha Village,Saruduha Village,Saruduha Village,Ntarama Cell,Saruduha,6,01-01-00
Nyabagendwa Cell,Nyabagendwa Cell,Nyabagendwa Cell,Rilima Sector,Nyabagendwa,5,01-01-00
Cyoma Village,Cyoma Village,Cyoma Village,Nyabagendwa Cell,Cyoma,6,01-01-00
Gicaca Village,Gicaca Village,Gicaca Village,Nyabagendwa Cell,Gicaca,6,01-01-00
